Experiment, Condition, DyadID, ParticipantID,Phase,Meaning,InputSentence,RT,MeaningSelection,OutputSentence,CorrectedOutput,Grammatical,GrammaticalityJudgment,Timestamp
ISO, NoL1WordOrder, NA, 2WI02,2wordTraining,"('mokte', 'plain', 'two')",nefri mokte,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:28:32 2016
ISO, NoL1WordOrder, NA, 2WI02,2wordTraining,"('mokte', 'blue', 'one')",mokte kogla,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:28:36 2016
ISO, NoL1WordOrder, NA, 2WI02,2wordTraining,"('jelpa', 'plain', 'two')",nefri jelpa,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:28:41 2016
ISO, NoL1WordOrder, NA, 2WI02,2wordTraining,"('jelpa', 'blue', 'one')",kogla jelpa,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:28:45 2016
ISO, NoL1WordOrder, NA, 2WI02,2wordTraining,"('jelpa', 'plain', 'two')",jelpa nefri,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:28:49 2016
ISO, NoL1WordOrder, NA, 2WI02,2wordTraining,"('jelpa', 'blue', 'one')",jelpa kogla,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:28:53 2016
ISO, NoL1WordOrder, NA, 2WI02,2wordTraining,"('mokte', 'blue', 'one')",kogla mokte,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:28:58 2016
ISO, NoL1WordOrder, NA, 2WI02,2wordTraining,"('jelpa', 'blue', 'one')",jelpa kogla,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:29:02 2016
ISO, NoL1WordOrder, NA, 2WI02,2wordTraining,"('mokte', 'blue', 'one')",mokte kogla,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:29:06 2016
ISO, NoL1WordOrder, NA, 2WI02,2wordTraining,"('mokte', 'blue', 'one')",kogla mokte,6.9,correct,NA,NA,NA,NA,Fri Sep 16 14:29:20 2016
ISO, NoL1WordOrder, NA, 2WI02,2wordTraining,"('jelpa', 'plain', 'two')",jelpa nefri,4.59,correct,NA,NA,NA,NA,Fri Sep 16 14:29:28 2016
ISO, NoL1WordOrder, NA, 2WI02,2wordTraining,"('jelpa', 'blue', 'one')",jelpa kogla,5.74,correct,NA,NA,NA,NA,Fri Sep 16 14:29:37 2016
ISO, NoL1WordOrder, NA, 2WI02,2wordTraining,"('mokte', 'blue', 'one')",mokte kogla,4.6,correct,NA,NA,NA,NA,Fri Sep 16 14:29:45 2016
ISO, NoL1WordOrder, NA, 2WI02,2wordTraining,"('jelpa', 'blue', 'one')",jelpa kogla,9.19,"('mokte', 'blue', 'one')",NA,NA,NA,NA,Fri Sep 16 14:29:58 2016
ISO, NoL1WordOrder, NA, 2WI02,2wordTraining,"('mokte', 'blue', 'one')",kogla mokte,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:30:01 2016
ISO, NoL1WordOrder, NA, 2WI02,2wordTraining,"('jelpa', 'blue', 'one')",jelpa kogla,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:30:05 2016
ISO, NoL1WordOrder, NA, 2WI02,2wordTraining,"('jelpa', 'blue', 'one')",jelpa kogla,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:30:09 2016
ISO, NoL1WordOrder, NA, 2WI02,2wordTraining,"('mokte', 'plain', 'two')",mokte nefri,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:30:14 2016
ISO, NoL1WordOrder, NA, 2WI02,2wordTraining,"('mokte', 'plain', 'two')",nefri mokte,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:30:18 2016
ISO, NoL1WordOrder, NA, 2WI02,2wordTraining,"('jelpa', 'blue', 'one')",kogla jelpa,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:30:22 2016
ISO, NoL1WordOrder, NA, 2WI02,2wordTraining,"('mokte', 'blue', 'one')",kogla mokte,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:30:26 2016
ISO, NoL1WordOrder, NA, 2WI02,2wordTraining,"('mokte', 'blue', 'one')",mokte kogla,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:30:31 2016
ISO, NoL1WordOrder, NA, 2WI02,2wordTraining,"('jelpa', 'plain', 'two')",jelpa nefri,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:30:35 2016
ISO, NoL1WordOrder, NA, 2WI02,2wordTraining,"('mokte', 'plain', 'two')",mokte nefri,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:30:39 2016
ISO, NoL1WordOrder, NA, 2WI02,2wordTraining,"('jelpa', 'plain', 'two')",jelpa nefri,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:30:44 2016
ISO, NoL1WordOrder, NA, 2WI02,2wordTraining,"('jelpa', 'plain', 'two')",nefri jelpa,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:30:48 2016
ISO, NoL1WordOrder, NA, 2WI02,2wordTraining,"('jelpa', 'plain', 'two')",jelpa nefri,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:30:52 2016
ISO, NoL1WordOrder, NA, 2WI02,2wordTraining,"('jelpa', 'plain', 'two')",jelpa nefri,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:30:56 2016
ISO, NoL1WordOrder, NA, 2WI02,2wordTraining,"('mokte', 'plain', 'two')",mokte nefri,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:31:00 2016
ISO, NoL1WordOrder, NA, 2WI02,2wordTraining,"('mokte', 'plain', 'two')",mokte nefri,3.45,correct,NA,NA,NA,NA,Fri Sep 16 14:31:11 2016
ISO, NoL1WordOrder, NA, 2WI02,2wordTraining,"('jelpa', 'blue', 'one')",kogla jelpa,4.59,correct,NA,NA,NA,NA,Fri Sep 16 14:31:19 2016
ISO, NoL1WordOrder, NA, 2WI02,2wordTraining,"('mokte', 'plain', 'two')",nefri mokte,4.6,correct,NA,NA,NA,NA,Fri Sep 16 14:31:27 2016
ISO, NoL1WordOrder, NA, 2WI02,2wordTraining,"('mokte', 'plain', 'two')",mokte nefri,3.45,correct,NA,NA,NA,NA,Fri Sep 16 14:31:34 2016
ISO, NoL1WordOrder, NA, 2WI02,2wordTraining,"('mokte', 'plain', 'two')",mokte nefri,4.6,correct,NA,NA,NA,NA,Fri Sep 16 14:31:42 2016
ISO, NoL1WordOrder, NA, 2WI02,testing_2w,"('jelpa', 'blue', 'one')",NA,13.9,NA,jekta,jelpa,NA,NA,Fri Sep 16 14:32:19 2016
ISO, NoL1WordOrder, NA, 2WI02,testing_2w,"('mokte', 'blue', 'one')",NA,29.8,NA,kogla gerte,kogla mokte,NA,NA,Fri Sep 16 14:32:49 2016
ISO, NoL1WordOrder, NA, 2WI02,testing_2w,"('jelpa', 'blue', 'one')",NA,16.34,NA,jekta kogla,jelpa kogla,NA,NA,Fri Sep 16 14:33:06 2016
ISO, NoL1WordOrder, NA, 2WI02,testing_2w,"('jelpa', 'plain', 'two')",NA,8.3,NA,jekta nefri,jelpa nefri,NA,NA,Fri Sep 16 14:33:14 2016
ISO, NoL1WordOrder, NA, 2WI02,testing_2w,"('mokte', 'blue', 'one')",NA,18.22,NA,kogla jerte,kogla jelpa,NA,NA,Fri Sep 16 14:33:33 2016
ISO, NoL1WordOrder, NA, 2WI02,testing_2w,"('mokte', 'blue', 'one')",NA,8.17,NA,jerte kogla,jelpa kogla,NA,NA,Fri Sep 16 14:33:41 2016
ISO, NoL1WordOrder, NA, 2WI02,testing_2w,"('jelpa', 'plain', 'two')",NA,14.86,NA,nefri jerte,nefri jelpa,NA,NA,Fri Sep 16 14:33:56 2016
ISO, NoL1WordOrder, NA, 2WI02,testing_2w,"('jelpa', 'blue', 'one')",NA,5.34,NA,jerte kogla,jelpa kogla,NA,NA,Fri Sep 16 14:34:01 2016
ISO, NoL1WordOrder, NA, 2WI02,testing_2w,"('jelpa', 'blue', 'one')",NA,5.49,NA,kogla jerte,kogla jelpa,NA,NA,Fri Sep 16 14:34:07 2016
ISO, NoL1WordOrder, NA, 2WI02,testing_2w,"('mokte', 'plain', 'two')",NA,15.27,NA,nefri kogla,nefri kogla,NA,NA,Fri Sep 16 14:34:22 2016
ISO, NoL1WordOrder, NA, 2WI02,testing_2w,"('mokte', 'plain', 'two')",NA,4.69,NA,kogla nefri,kogla nefri,NA,NA,Fri Sep 16 14:34:27 2016
ISO, NoL1WordOrder, NA, 2WI02,testing_2w,"('jelpa', 'plain', 'two')",NA,4.55,NA,nifri jerte,nefri jelpa,NA,NA,Fri Sep 16 14:34:32 2016
ISO, NoL1WordOrder, NA, 2WI02,testing_2w,"('mokte', 'blue', 'one')",NA,10.66,NA,kogla gerte,kogla mokte,NA,NA,Fri Sep 16 14:34:43 2016
ISO, NoL1WordOrder, NA, 2WI02,testing_2w,"('mokte', 'plain', 'two')",NA,4.65,NA,nefri kogla,nefri kogla,NA,NA,Fri Sep 16 14:34:48 2016
ISO, NoL1WordOrder, NA, 2WI02,testing_2w,"('mokte', 'plain', 'two')",NA,6.46,NA,kogla nefri,kogla nefri,NA,NA,Fri Sep 16 14:34:54 2016
ISO, NoL1WordOrder, NA, 2WI02,testing_2w,"('jelpa', 'blue', 'one')",NA,10.9,NA,jerta kogle,jelpa kogla,NA,NA,Fri Sep 16 14:35:05 2016
ISO, NoL1WordOrder, NA, 2WI02,testing_2w,"('mokte', 'plain', 'two')",NA,10.14,NA,nefri kogla,nefri kogla,NA,NA,Fri Sep 16 14:35:16 2016
ISO, NoL1WordOrder, NA, 2WI02,testing_2w,"('jelpa', 'plain', 'two')",NA,5.59,NA,nefri jerte,nefri jelpa,NA,NA,Fri Sep 16 14:35:21 2016
ISO, NoL1WordOrder, NA, 2WI02,testing_2w,"('mokte', 'blue', 'one')",NA,14.44,NA,kogla gerte,kogla mokte,NA,NA,Fri Sep 16 14:35:36 2016
ISO, NoL1WordOrder, NA, 2WI02,testing_2w,"('jelpa', 'plain', 'two')",NA,4.41,NA,nefri jerte,nefri jelpa,NA,NA,Fri Sep 16 14:35:40 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('mokte', 'blue', 'one')",mokte kogla,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:36:35 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('mokte', 'blue', 'two')",mokte kogla nefri,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:36:39 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('mokte', 'blue', 'two')",mokte kogla nefri,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:36:44 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('mokte', 'blue', 'one')",kogla mokte,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:36:49 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('jelpa', 'plain', 'two')",nefri jelpa,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:36:53 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('jelpa', 'plain', 'two')",nefri jelpa,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:36:57 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('mokte', 'blue', 'two')",kogla mokte nefri,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:37:02 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('jelpa', 'blue', 'two')",jelpa kogla nefri,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:37:06 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('jelpa', 'blue', 'two')",jelpa kogla nefri,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:37:11 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('jelpa', 'blue', 'two')",jelpa kogla nefri,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:37:16 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('jelpa', 'blue', 'one')",jelpa kogla,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:37:20 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('mokte', 'plain', 'two')",nefri mokte,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:37:24 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('mokte', 'blue', 'two')",mokte kogla nefri,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:37:29 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('jelpa', 'blue', 'two')",jelpa kogla nefri,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:37:33 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('jelpa', 'blue', 'two')",jelpa kogla nefri,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:37:38 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('jelpa', 'blue', 'two')",kogla jelpa nefri,9.2,correct,NA,NA,NA,NA,Fri Sep 16 14:37:55 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('jelpa', 'blue', 'one')",kogla jelpa,6.89,correct,NA,NA,NA,NA,Fri Sep 16 14:38:05 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('mokte', 'blue', 'two')",nefri mokte kogla,5.74,correct,NA,NA,NA,NA,Fri Sep 16 14:38:15 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('mokte', 'blue', 'two')",mokte kogla nefri,9.2,correct,NA,NA,NA,NA,Fri Sep 16 14:38:28 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('mokte', 'plain', 'two')",mokte nefri,16.1,"('mokte', 'blue', 'two')",NA,NA,NA,NA,Fri Sep 16 14:38:48 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('mokte', 'plain', 'two')",mokte nefri,2.3,correct,NA,NA,NA,NA,Fri Sep 16 14:38:55 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('jelpa', 'blue', 'two')",jelpa kogla nefri,4.6,correct,NA,NA,NA,NA,Fri Sep 16 14:39:04 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('jelpa', 'blue', 'one')",jelpa kogla,5.74,correct,NA,NA,NA,NA,Fri Sep 16 14:39:13 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('mokte', 'blue', 'two')",mokte nefri kogla,28.75,correct,NA,NA,NA,NA,Fri Sep 16 14:39:46 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('mokte', 'blue', 'two')",nefri mokte kogla,6.89,correct,NA,NA,NA,NA,Fri Sep 16 14:39:57 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('jelpa', 'blue', 'two')",kogla jelpa nefri,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:39:59 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('mokte', 'blue', 'two')",mokte nefri kogla,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:40:03 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('mokte', 'blue', 'one')",mokte kogla,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:40:08 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('mokte', 'blue', 'two')",mokte kogla nefri,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:40:12 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('jelpa', 'blue', 'two')",jelpa kogla nefri,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:40:17 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('jelpa', 'blue', 'two')",nefri jelpa kogla,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:40:22 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('mokte', 'blue', 'two')",kogla mokte nefri,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:40:26 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('jelpa', 'blue', 'one')",kogla jelpa,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:40:31 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('jelpa', 'blue', 'two')",jelpa kogla nefri,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:40:35 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('mokte', 'blue', 'two')",mokte kogla nefri,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:40:40 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('jelpa', 'blue', 'one')",jelpa kogla,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:40:45 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('jelpa', 'blue', 'two')",jelpa kogla nefri,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:40:49 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('mokte', 'blue', 'two')",mokte kogla nefri,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:40:53 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('mokte', 'blue', 'two')",mokte kogla nefri,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:40:58 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('jelpa', 'blue', 'two')",jelpa kogla nefri,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:41:03 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('jelpa', 'plain', 'two')",jelpa nefri,4.59,correct,NA,NA,NA,NA,Fri Sep 16 14:41:14 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('mokte', 'blue', 'two')",mokte kogla nefri,12.65,correct,NA,NA,NA,NA,Fri Sep 16 14:41:31 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('jelpa', 'plain', 'two')",nefri jelpa,4.59,correct,NA,NA,NA,NA,Fri Sep 16 14:41:39 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('jelpa', 'plain', 'two')",jelpa nefri,3.44,"('jelpa', 'blue', 'two')",NA,NA,NA,NA,Fri Sep 16 14:41:47 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('mokte', 'blue', 'one')",mokte kogla,6.9,correct,NA,NA,NA,NA,Fri Sep 16 14:41:58 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('jelpa', 'blue', 'two')",jelpa nefri kogla,4.59,correct,NA,NA,NA,NA,Fri Sep 16 14:42:07 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('jelpa', 'blue', 'two')",kogla jelpa nefri,4.6,correct,NA,NA,NA,NA,Fri Sep 16 14:42:16 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('mokte', 'plain', 'two')",mokte nefri,3.45,correct,NA,NA,NA,NA,Fri Sep 16 14:42:23 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('mokte', 'plain', 'two')",mokte nefri,3.45,correct,NA,NA,NA,NA,Fri Sep 16 14:42:30 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('mokte', 'blue', 'one')",kogla mokte,6.9,correct,NA,NA,NA,NA,Fri Sep 16 14:42:40 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('mokte', 'blue', 'one')",kogla mokte,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:42:42 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('mokte', 'blue', 'two')",mokte kogla nefri,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:42:46 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('jelpa', 'blue', 'two')",jelpa kogla nefri,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:42:51 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('jelpa', 'blue', 'one')",jelpa kogla,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:42:55 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('jelpa', 'blue', 'one')",kogla jelpa,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:43:00 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('jelpa', 'plain', 'two')",jelpa nefri,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:43:04 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('jelpa', 'blue', 'one')",jelpa kogla,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:43:08 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('mokte', 'blue', 'two')",mokte kogla nefri,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:43:12 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('mokte', 'plain', 'two')",nefri mokte,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:43:17 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('jelpa', 'plain', 'two')",jelpa nefri,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:43:21 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('jelpa', 'blue', 'two')",kogla jelpa nefri,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:43:26 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('mokte', 'blue', 'two')",mokte kogla nefri,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:43:30 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('jelpa', 'blue', 'two')",nefri jelpa kogla,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:43:35 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('mokte', 'blue', 'two')",mokte kogla nefri,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:43:40 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('mokte', 'blue', 'two')",mokte kogla nefri,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:43:44 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('jelpa', 'blue', 'two')",jelpa kogla nefri,4.6,correct,NA,NA,NA,NA,Fri Sep 16 14:43:56 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('jelpa', 'blue', 'two')",jelpa nefri kogla,4.6,correct,NA,NA,NA,NA,Fri Sep 16 14:44:05 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('mokte', 'plain', 'two')",nefri mokte,5.75,correct,NA,NA,NA,NA,Fri Sep 16 14:44:14 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('mokte', 'blue', 'two')",mokte kogla nefri,2.3,correct,NA,NA,NA,NA,Fri Sep 16 14:44:21 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('jelpa', 'blue', 'two')",jelpa nefri kogla,3.45,correct,NA,NA,NA,NA,Fri Sep 16 14:44:28 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('mokte', 'plain', 'two')",nefri mokte,4.6,correct,NA,NA,NA,NA,Fri Sep 16 14:44:36 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('jelpa', 'blue', 'two')",jelpa kogla nefri,2.3,correct,NA,NA,NA,NA,Fri Sep 16 14:44:43 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('mokte', 'blue', 'two')",kogla mokte nefri,3.45,correct,NA,NA,NA,NA,Fri Sep 16 14:44:50 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('mokte', 'blue', 'one')",mokte kogla,6.9,correct,NA,NA,NA,NA,Fri Sep 16 14:45:01 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('mokte', 'blue', 'two')",nefri mokte kogla,2.29,correct,NA,NA,NA,NA,Fri Sep 16 14:45:07 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('jelpa', 'blue', 'one')",jelpa kogla,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:45:09 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('jelpa', 'blue', 'two')",nefri jelpa kogla,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:45:13 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('jelpa', 'blue', 'two')",jelpa kogla nefri,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:45:18 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('jelpa', 'blue', 'one')",kogla jelpa,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:45:22 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('mokte', 'plain', 'two')",mokte nefri,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:45:26 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('jelpa', 'blue', 'two')",jelpa kogla nefri,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:45:31 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('jelpa', 'plain', 'two')",nefri jelpa,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:45:35 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('jelpa', 'plain', 'two')",nefri jelpa,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:45:40 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('mokte', 'blue', 'one')",mokte kogla,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:45:44 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('mokte', 'blue', 'two')",mokte kogla nefri,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:45:48 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('mokte', 'blue', 'two')",kogla mokte nefri,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:45:53 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('jelpa', 'blue', 'two')",jelpa kogla nefri,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:45:58 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('mokte', 'blue', 'two')",mokte kogla nefri,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:46:02 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('mokte', 'blue', 'one')",mokte kogla,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:46:07 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('mokte', 'plain', 'two')",nefri mokte,NA,NA,NA,NA,NA,NA,Fri Sep 16 14:46:11 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('mokte', 'blue', 'two')",mokte nefri kogla,3.45,correct,NA,NA,NA,NA,Fri Sep 16 14:46:22 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('mokte', 'blue', 'one')",mokte kogla,5.75,correct,NA,NA,NA,NA,Fri Sep 16 14:46:31 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('mokte', 'blue', 'two')",mokte nefri kogla,5.75,correct,NA,NA,NA,NA,Fri Sep 16 14:46:41 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('jelpa', 'blue', 'two')",jelpa kogla nefri,2.3,correct,NA,NA,NA,NA,Fri Sep 16 14:46:47 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('mokte', 'blue', 'two')",nefri mokte kogla,3.44,correct,NA,NA,NA,NA,Fri Sep 16 14:46:55 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('jelpa', 'blue', 'two')",nefri jelpa kogla,2.3,correct,NA,NA,NA,NA,Fri Sep 16 14:47:01 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('jelpa', 'plain', 'two')",nefri jelpa,5.74,correct,NA,NA,NA,NA,Fri Sep 16 14:47:11 2016
ISO, NoL1WordOrder, NA, 2WI02,allTraining,"('jelpa', 'blue', 'two')",jelpa nefri kogla,8.05,correct,NA,NA,NA,NA,Fri Sep 16 14:47:23 2016
