Experiment, Condition, DyadID, ParticipantID,Phase,Meaning,InputSentence,RT,MeaningSelection,OutputSentence,CorrectedOutput,Grammatical,GrammaticalityJudgment,Timestamp
ISO, Morphology, NA, MI20,allTraining,"('jelpa', 'plain', 'two')",jelpa nezno,NA,NA,NA,NA,NA,NA,Tue Jul 12 10:58:21 2016
ISO, Morphology, NA, MI20,allTraining,"('mokte', 'blue', 'two')",mokte kogla nezno,NA,NA,NA,NA,NA,NA,Tue Jul 12 10:58:26 2016
ISO, Morphology, NA, MI20,allTraining,"('mokte', 'blue', 'one')",mokte kogla,NA,NA,NA,NA,NA,NA,Tue Jul 12 10:58:30 2016
ISO, Morphology, NA, MI20,allTraining,"('mokte', 'blue', 'one')",mokte kospu,NA,NA,NA,NA,NA,NA,Tue Jul 12 10:58:35 2016
ISO, Morphology, NA, MI20,allTraining,"('mokte', 'blue', 'two')",mokte kospu nefri,NA,NA,NA,NA,NA,NA,Tue Jul 12 10:58:39 2016
ISO, Morphology, NA, MI20,allTraining,"('mokte', 'plain', 'two')",mokte nefri,NA,NA,NA,NA,NA,NA,Tue Jul 12 10:58:44 2016
ISO, Morphology, NA, MI20,allTraining,"('jelpa', 'blue', 'two')",jelpa kogla nefri,NA,NA,NA,NA,NA,NA,Tue Jul 12 10:58:48 2016
ISO, Morphology, NA, MI20,allTraining,"('mokte', 'blue', 'two')",mokte kospu nezno,5.77,correct,NA,NA,NA,NA,Tue Jul 12 10:59:02 2016
ISO, Morphology, NA, MI20,allTraining,"('jelpa', 'blue', 'one')",jelpa kogla,2.31,correct,NA,NA,NA,NA,Tue Jul 12 10:59:08 2016
ISO, Morphology, NA, MI20,allTraining,"('jelpa', 'blue', 'two')",jelpa kogla nezno,3.46,correct,NA,NA,NA,NA,Tue Jul 12 10:59:15 2016
ISO, Morphology, NA, MI20,allTraining,"('mokte', 'plain', 'two')",mokte nezno,2.31,correct,NA,NA,NA,NA,Tue Jul 12 10:59:22 2016
ISO, Morphology, NA, MI20,allTraining,"('jelpa', 'blue', 'two')",jelpa kogla nezno,3.47,"('mokte', 'blue', 'two')",NA,NA,NA,NA,Tue Jul 12 10:59:29 2016
ISO, Morphology, NA, MI20,allTraining,"('mokte', 'blue', 'two')",mokte kogla nefri,8.07,correct,NA,NA,NA,NA,Tue Jul 12 10:59:43 2016
ISO, Morphology, NA, MI20,allTraining,"('mokte', 'blue', 'two')",mokte kospu nezno,2.31,correct,NA,NA,NA,NA,Tue Jul 12 10:59:50 2016
ISO, Morphology, NA, MI20,allTraining,"('mokte', 'blue', 'two')",mokte kogla nefri,4.61,correct,NA,NA,NA,NA,Tue Jul 12 10:59:59 2016
ISO, Morphology, NA, MI20,allTraining,"('mokte', 'blue', 'one')",mokte kogla,2.31,correct,NA,NA,NA,NA,Tue Jul 12 11:00:05 2016
ISO, Morphology, NA, MI20,allTraining,"('jelpa', 'blue', 'two')",jelpa kogla nefri,3.46,correct,NA,NA,NA,NA,Tue Jul 12 11:00:12 2016
ISO, Morphology, NA, MI20,testing_all,"('jelpa', 'blue', 'two')",NA,11.4,NA,jelpa kogla nefri,jelpa kogla nefri,NA,NA,Tue Jul 12 11:00:53 2016
ISO, Morphology, NA, MI20,testing_all,"('mokte', 'blue', 'two')",NA,13.43,NA,mokte kospu nefri,mokte kospu nefri,NA,NA,Tue Jul 12 11:01:06 2016
ISO, Morphology, NA, MI20,testing_all,"('jelpa', 'blue', 'two')",NA,8.96,NA,jelpa kospu nefri,jelpa kospu nefri,NA,NA,Tue Jul 12 11:01:15 2016
ISO, Morphology, NA, MI20,testing_all,"('mokte', 'plain', 'two')",NA,8.78,NA,mokte nezno,mokte nezno,NA,NA,Tue Jul 12 11:01:24 2016
ISO, Morphology, NA, MI20,testing_all,"('mokte', 'blue', 'two')",NA,7.52,NA,mokte kogla nefri,mokte kogla nefri,NA,NA,Tue Jul 12 11:01:32 2016
ISO, Morphology, NA, MI20,testing_all,"('mokte', 'plain', 'two')",NA,5.26,NA,mokte nefri,mokte nefri,NA,NA,Tue Jul 12 11:01:37 2016
ISO, Morphology, NA, MI20,testing_all,"('jelpa', 'plain', 'two')",NA,3.73,NA,jelpa nefri,jelpa nefri,NA,NA,Tue Jul 12 11:01:41 2016
ISO, Morphology, NA, MI20,testing_all,"('mokte', 'plain', 'two')",NA,5.26,NA,mokte nefri,mokte nefri,NA,NA,Tue Jul 12 11:01:47 2016
ISO, Morphology, NA, MI20,testing_all,"('jelpa', 'blue', 'two')",NA,7.47,NA,jelpa kospu nefri,jelpa kospu nefri,NA,NA,Tue Jul 12 11:01:54 2016
ISO, Morphology, NA, MI20,testing_all,"('jelpa', 'blue', 'two')",NA,7.51,NA,jelpa kogla nezno,jelpa kogla nezno,NA,NA,Tue Jul 12 11:02:02 2016
ISO, Morphology, NA, MI20,testing_all,"('mokte', 'blue', 'two')",NA,6.58,NA,mokte kogla nefri,mokte kogla nefri,NA,NA,Tue Jul 12 11:02:09 2016
ISO, Morphology, NA, MI20,testing_all,"('jelpa', 'blue', 'two')",NA,8.84,NA,jelpa kogla nefri,jelpa kogla nefri,NA,NA,Tue Jul 12 11:02:18 2016
ISO, Morphology, NA, MI20,testing_all,"('jelpa', 'plain', 'one')",NA,4.92,NA,jelpa,jelpa,NA,NA,Tue Jul 12 11:02:23 2016
ISO, Morphology, NA, MI20,testing_all,"('mokte', 'blue', 'two')",NA,5.91,NA,mokte kospu nefri,mokte kospu nefri,NA,NA,Tue Jul 12 11:02:29 2016
ISO, Morphology, NA, MI20,testing_all,"('jelpa', 'blue', 'one')",NA,5.07,NA,jelpa kospu,jelpa kospu,NA,NA,Tue Jul 12 11:02:34 2016
ISO, Morphology, NA, MI20,testing_all,"('jelpa', 'blue', 'two')",NA,4.34,NA,jelpa kospu nefri,jelpa kospu nefri,NA,NA,Tue Jul 12 11:02:39 2016
ISO, Morphology, NA, MI20,testing_all,"('jelpa', 'blue', 'two')",NA,6.65,NA,jelpa kogla nefri,jelpa kogla nefri,NA,NA,Tue Jul 12 11:02:46 2016
ISO, Morphology, NA, MI20,testing_all,"('mokte', 'blue', 'one')",NA,3.66,NA,mokte kospu,mokte kospu,NA,NA,Tue Jul 12 11:02:49 2016
ISO, Morphology, NA, MI20,testing_all,"('mokte', 'blue', 'two')",NA,6.79,NA,mokte kospu nefri,mokte kospu nefri,NA,NA,Tue Jul 12 11:02:56 2016
ISO, Morphology, NA, MI20,testing_all,"('mokte', 'blue', 'two')",NA,6.93,NA,mokte kogla nefri,mokte kogla nefri,NA,NA,Tue Jul 12 11:03:03 2016
ISO, Morphology, NA, MI20,testing_all,"('mokte', 'plain', 'two')",NA,3.02,NA,mokte nefri,mokte nefri,NA,NA,Tue Jul 12 11:03:07 2016
ISO, Morphology, NA, MI20,testing_all,"('jelpa', 'blue', 'two')",NA,4.66,NA,jelpa kospu nefri,jelpa kospu nefri,NA,NA,Tue Jul 12 11:03:11 2016
ISO, Morphology, NA, MI20,testing_all,"('mokte', 'blue', 'two')",NA,10.46,NA,mokte kogla nezno,mokte kogla nezno,NA,NA,Tue Jul 12 11:03:22 2016
ISO, Morphology, NA, MI20,testing_all,"('jelpa', 'blue', 'two')",NA,4.07,NA,jelpa kogla nefri,jelpa kogla nefri,NA,NA,Tue Jul 12 11:03:26 2016
ISO, Morphology, NA, MI20,testing_all,"('mokte', 'blue', 'one')",NA,10.22,NA,mokte kospa,mokte kospu,NA,NA,Tue Jul 12 11:03:37 2016
ISO, Morphology, NA, MI20,testing_all,"('jelpa', 'plain', 'two')",NA,3.06,NA,jelpa nefri,jelpa nefri,NA,NA,Tue Jul 12 11:03:40 2016
ISO, Morphology, NA, MI20,testing_all,"('jelpa', 'blue', 'two')",NA,4.46,NA,jelpa kogla nefri,jelpa kogla nefri,NA,NA,Tue Jul 12 11:03:45 2016
ISO, Morphology, NA, MI20,testing_all,"('mokte', 'blue', 'one')",NA,4.56,NA,mokte kogla,mokte kogla,NA,NA,Tue Jul 12 11:03:49 2016
ISO, Morphology, NA, MI20,testing_all,"('mokte', 'blue', 'two')",NA,4.1,NA,mokte kogla nefri,mokte kogla nefri,NA,NA,Tue Jul 12 11:03:54 2016
ISO, Morphology, NA, MI20,testing_all,"('mokte', 'blue', 'two')",NA,4.81,NA,mokte kospu nefri,mokte kospu nefri,NA,NA,Tue Jul 12 11:03:59 2016
ISO, Morphology, NA, MI20,testing_all,"('jelpa', 'blue', 'two')",NA,8.13,NA,jelpa kogla nefri,jelpa kogla nefri,NA,NA,Tue Jul 12 11:04:07 2016
ISO, Morphology, NA, MI20,testing_all,"('jelpa', 'blue', 'one')",NA,4.09,NA,jelpa kospu,jelpa kospu,NA,NA,Tue Jul 12 11:04:11 2016
ISO, Morphology, NA, MI20,testing_all,"('mokte', 'blue', 'two')",NA,18.89,NA,mokte kospu nefri,mokte kospu nefri,NA,NA,Tue Jul 12 11:04:30 2016
ISO, Morphology, NA, MI20,testing_all,"('mokte', 'blue', 'one')",NA,3.72,NA,mokte kogla,mokte kogla,NA,NA,Tue Jul 12 11:04:34 2016
ISO, Morphology, NA, MI20,testing_all,"('mokte', 'blue', 'two')",NA,4.01,NA,mokte kospu nefri,mokte kospu nefri,NA,NA,Tue Jul 12 11:04:38 2016
ISO, Morphology, NA, MI20,testing_all,"('mokte', 'plain', 'one')",NA,2.3,NA,mokte,mokte,NA,NA,Tue Jul 12 11:04:41 2016
ISO, Morphology, NA, MI20,testing_all,"('jelpa', 'plain', 'two')",NA,2.72,NA,jelpa nefri,jelpa nefri,NA,NA,Tue Jul 12 11:04:44 2016
ISO, Morphology, NA, MI20,testing_all,"('mokte', 'blue', 'two')",NA,14.64,NA,mokte kogla nefri,mokte kogla nefri,NA,NA,Tue Jul 12 11:05:11 2016
ISO, Morphology, NA, MI20,testing_all,"('jelpa', 'plain', 'two')",NA,3.25,NA,jelpa nefri,jelpa nefri,NA,NA,Tue Jul 12 11:05:15 2016
ISO, Morphology, NA, MI20,testing_all,"('mokte', 'blue', 'one')",NA,3.37,NA,mokte kogla,mokte kogla,NA,NA,Tue Jul 12 11:05:18 2016
ISO, Morphology, NA, MI20,testing_all,"('jelpa', 'blue', 'one')",NA,3.03,NA,jelpa kospu,jelpa kospu,NA,NA,Tue Jul 12 11:05:21 2016
ISO, Morphology, NA, MI20,testing_all,"('mokte', 'blue', 'two')",NA,4.05,NA,mokte kospu nefri,mokte kospu nefri,NA,NA,Tue Jul 12 11:05:26 2016
ISO, Morphology, NA, MI20,testing_all,"('mokte', 'blue', 'two')",NA,5.89,NA,mokte kospu nefri,mokte kospu nefri,NA,NA,Tue Jul 12 11:05:32 2016
ISO, Morphology, NA, MI20,testing_all,"('jelpa', 'blue', 'one')",NA,3.36,NA,jelpa kogla,jelpa kogla,NA,NA,Tue Jul 12 11:05:35 2016
ISO, Morphology, NA, MI20,testing_all,"('jelpa', 'blue', 'two')",NA,5.19,NA,jelpa kogla nezno,jelpa kogla nezno,NA,NA,Tue Jul 12 11:05:41 2016
ISO, Morphology, NA, MI20,testing_all,"('jelpa', 'plain', 'two')",NA,13.1,NA,jelpa nefri,jelpa nefri,NA,NA,Tue Jul 12 11:05:54 2016
ISO, Morphology, NA, MI20,testing_all,"('mokte', 'plain', 'two')",NA,4.27,NA,mokte nezno,mokte nezno,NA,NA,Tue Jul 12 11:05:58 2016
ISO, Morphology, NA, MI20,testing_all,"('jelpa', 'blue', 'two')",NA,6.77,NA,jelpa kospu nefri,jelpa kospu nefri,NA,NA,Tue Jul 12 11:06:05 2016
ISO, Morphology, NA, MI20,testing_all,"('jelpa', 'blue', 'two')",NA,4.92,NA,jelpa kogla nezno,jelpa kogla nezno,NA,NA,Tue Jul 12 11:06:10 2016
ISO, Morphology, NA, MI20,testing_all,"('jelpa', 'blue', 'two')",NA,4.67,NA,jelpna kospu nefri,jelpa kospu nefri,NA,NA,Tue Jul 12 11:06:15 2016
ISO, Morphology, NA, MI20,testing_all,"('mokte', 'blue', 'two')",NA,5.9,NA,mokte kospu nefri,mokte kospu nefri,NA,NA,Tue Jul 12 11:06:21 2016
ISO, Morphology, NA, MI20,testing_all,"('jelpa', 'blue', 'one')",NA,3.63,NA,jelpa kogla,jelpa kogla,NA,NA,Tue Jul 12 11:06:25 2016
ISO, Morphology, NA, MI20,GrammaticalityTest,"('mokte', 'plain', 'two')",mokte nefri,3.55,NA,NA,NA,yes,yes,Tue Jul 12 11:07:13 2016
ISO, Morphology, NA, MI20,GrammaticalityTest,"('jelpa', 'plain', 'two')",jelpa nezno,3.55,NA,NA,NA,yes,yes,Tue Jul 12 11:07:19 2016
ISO, Morphology, NA, MI20,GrammaticalityTest,"('mokte', 'blue', 'one')",mokte kospu,5.88,NA,NA,NA,yes,yes,Tue Jul 12 11:07:27 2016
ISO, Morphology, NA, MI20,GrammaticalityTest,"('jelpa', 'blue', 'one')",kospu jelpa,4.71,NA,NA,NA,no,no,Tue Jul 12 11:07:34 2016
ISO, Morphology, NA, MI20,GrammaticalityTest,"('mokte', 'blue', 'two')",mokte kogla nefri,3.54,NA,NA,NA,yes,yes,Tue Jul 12 11:07:40 2016
ISO, Morphology, NA, MI20,GrammaticalityTest,"('jelpa', 'blue', 'two')",jelpa kogla nezno,1.21,NA,NA,NA,yes,yes,Tue Jul 12 11:07:44 2016
ISO, Morphology, NA, MI20,GrammaticalityTest,"('jelpa', 'plain', 'two')",jelpa nefri,1.21,NA,NA,NA,yes,yes,Tue Jul 12 11:07:48 2016
ISO, Morphology, NA, MI20,GrammaticalityTest,"('mokte', 'blue', 'one')",kospu mokte,1.21,NA,NA,NA,no,no,Tue Jul 12 11:07:52 2016
ISO, Morphology, NA, MI20,GrammaticalityTest,"('mokte', 'blue', 'two')",mokte kogla netsu,2.38,NA,NA,NA,no,no,Tue Jul 12 11:07:57 2016
ISO, Morphology, NA, MI20,GrammaticalityTest,"('mokte', 'blue', 'two')",mokte nefri kospu,2.37,NA,NA,NA,no,no,Tue Jul 12 11:08:02 2016
ISO, Morphology, NA, MI20,GrammaticalityTest,"('jelpa', 'plain', 'two')",nezno jelpa,1.2,NA,NA,NA,no,no,Tue Jul 12 11:08:06 2016
ISO, Morphology, NA, MI20,GrammaticalityTest,"('jelpa', 'blue', 'one')",jelpa kospu,4.72,NA,NA,NA,yes,yes,Tue Jul 12 11:08:13 2016
ISO, Morphology, NA, MI20,GrammaticalityTest,"('mokte', 'plain', 'two')",mokte nezno,2.38,NA,NA,NA,yes,yes,Tue Jul 12 11:08:18 2016
ISO, Morphology, NA, MI20,GrammaticalityTest,"('mokte', 'blue', 'one')",mokte kogla,1.21,NA,NA,NA,yes,yes,Tue Jul 12 11:08:21 2016
ISO, Morphology, NA, MI20,GrammaticalityTest,"('jelpa', 'blue', 'two')",jelpa kospu nefri,3.54,NA,NA,NA,yes,yes,Tue Jul 12 11:08:27 2016
ISO, Morphology, NA, MI20,GrammaticalityTest,"('jelpa', 'blue', 'two')",jelpa kodri nezno,1.2,NA,NA,NA,no,no,Tue Jul 12 11:08:32 2016
ISO, Morphology, NA, MI20,GrammaticalityTest,"('jelpa', 'blue', 'two')",jelpa nefri kogla,2.38,NA,NA,NA,no,no,Tue Jul 12 11:08:37 2016
ISO, Morphology, NA, MI20,GrammaticalityTest,"('jelpa', 'blue', 'two')",jelpa kogla nefri,1.2,NA,NA,NA,yes,yes,Tue Jul 12 11:08:41 2016
ISO, Morphology, NA, MI20,GrammaticalityTest,"('mokte', 'blue', 'two')",mokte kospu nezno,1.21,NA,NA,NA,yes,yes,Tue Jul 12 11:08:45 2016
ISO, Morphology, NA, MI20,GrammaticalityTest,"('mokte', 'plain', 'two')",nezno mokte,1.2,NA,NA,NA,no,no,Tue Jul 12 11:08:48 2016
ISO, Morphology, NA, MI20,GrammaticalityTest,"('mokte', 'blue', 'two')",mokte kospu nefri,1.2,NA,NA,NA,yes,yes,Tue Jul 12 11:08:52 2016
ISO, Morphology, NA, MI20,GrammaticalityTest,"('jelpa', 'blue', 'one')",jelpa kogla,1.21,NA,NA,NA,yes,yes,Tue Jul 12 11:08:56 2016
ISO, Morphology, NA, MI20,GrammaticalityTest,"('jelpa', 'blue', 'two')",jelpa kospu nezno,1.21,NA,NA,NA,yes,yes,Tue Jul 12 11:09:00 2016
ISO, Morphology, NA, MI20,GrammaticalityTest,"('mokte', 'blue', 'two')",mokte kogla nezno,2.38,NA,NA,NA,yes,yes,Tue Jul 12 11:09:05 2016
ISO, Morphology, NA, MI21,1wordTraining,"('jelpa', 'plain', 'one')",jelpa,NA,NA,NA,NA,NA,NA,Wed Jul 13 14:31:18 2016
ISO, Morphology, NA, MI21,1wordTraining,"('jelpa', 'plain', 'one')",jelpa,NA,NA,NA,NA,NA,NA,Wed Jul 13 14:31:22 2016
ISO, Morphology, NA, MI21,1wordTraining,"('mokte', 'plain', 'one')",mokte,NA,NA,NA,NA,NA,NA,Wed Jul 13 14:31:26 2016
ISO, Morphology, NA, MI21,1wordTraining,"('mokte', 'plain', 'one')",mokte,NA,NA,NA,NA,NA,NA,Wed Jul 13 14:31:30 2016
ISO, Morphology, NA, MI21,1wordTraining,"('jelpa', 'plain', 'one')",jelpa,NA,NA,NA,NA,NA,NA,Wed Jul 13 14:31:34 2016
ISO, Morphology, NA, MI21,1wordTraining,"('jelpa', 'plain', 'one')",jelpa,NA,NA,NA,NA,NA,NA,Wed Jul 13 14:31:37 2016
ISO, Morphology, NA, MI21,1wordTraining,"('mokte', 'plain', 'one')",mokte,3.46,correct,NA,NA,NA,NA,Wed Jul 13 14:32:09 2016
ISO, Morphology, NA, MI21,1wordTraining,"('jelpa', 'plain', 'one')",jelpa,3.46,correct,NA,NA,NA,NA,Wed Jul 13 14:32:16 2016
ISO, Morphology, NA, MI21,1wordTraining,"('mokte', 'plain', 'one')",mokte,2.31,correct,NA,NA,NA,NA,Wed Jul 13 14:32:21 2016
ISO, Morphology, NA, MI21,1wordTraining,"('mokte', 'plain', 'one')",mokte,2.31,correct,NA,NA,NA,NA,Wed Jul 13 14:32:27 2016
ISO, Morphology, NA, MI21,2wordTraining,"('mokte', 'blue', 'one')",mokte kogla,NA,NA,NA,NA,NA,NA,Wed Jul 13 14:33:14 2016
ISO, Morphology, NA, MI21,2wordTraining,"('jelpa', 'plain', 'two')",jelpa nefri,NA,NA,NA,NA,NA,NA,Wed Jul 13 14:33:18 2016
ISO, Morphology, NA, MI21,2wordTraining,"('jelpa', 'plain', 'two')",jelpa nefri,NA,NA,NA,NA,NA,NA,Wed Jul 13 14:33:22 2016
ISO, Morphology, NA, MI21,2wordTraining,"('mokte', 'plain', 'two')",mokte nezno,NA,NA,NA,NA,NA,NA,Wed Jul 13 14:33:26 2016
ISO, Morphology, NA, MI21,2wordTraining,"('mokte', 'plain', 'two')",mokte nezno,NA,NA,NA,NA,NA,NA,Wed Jul 13 14:33:31 2016
ISO, Morphology, NA, MI21,2wordTraining,"('jelpa', 'plain', 'two')",jelpa nezno,NA,NA,NA,NA,NA,NA,Wed Jul 13 14:33:35 2016
ISO, Morphology, NA, MI21,2wordTraining,"('jelpa', 'plain', 'two')",jelpa nezno,NA,NA,NA,NA,NA,NA,Wed Jul 13 14:33:40 2016
ISO, Morphology, NA, MI21,2wordTraining,"('mokte', 'blue', 'one')",mokte kogla,NA,NA,NA,NA,NA,NA,Wed Jul 13 14:33:44 2016
ISO, Morphology, NA, MI21,2wordTraining,"('jelpa', 'plain', 'two')",jelpa nezno,NA,NA,NA,NA,NA,NA,Wed Jul 13 14:33:48 2016
ISO, Morphology, NA, MI21,2wordTraining,"('mokte', 'blue', 'one')",mokte kogla,NA,NA,NA,NA,NA,NA,Wed Jul 13 14:33:53 2016
ISO, Morphology, NA, MI21,2wordTraining,"('mokte', 'plain', 'two')",mokte nezno,NA,NA,NA,NA,NA,NA,Wed Jul 13 14:33:57 2016
ISO, Morphology, NA, MI21,2wordTraining,"('jelpa', 'blue', 'one')",jelpa kogla,NA,NA,NA,NA,NA,NA,Wed Jul 13 14:34:01 2016
ISO, Morphology, NA, MI21,2wordTraining,"('jelpa', 'plain', 'two')",jelpa nefri,NA,NA,NA,NA,NA,NA,Wed Jul 13 14:34:06 2016
ISO, Morphology, NA, MI21,2wordTraining,"('mokte', 'blue', 'one')",mokte kogla,NA,NA,NA,NA,NA,NA,Wed Jul 13 14:34:10 2016
ISO, Morphology, NA, MI21,2wordTraining,"('jelpa', 'blue', 'one')",jelpa kospu,NA,NA,NA,NA,NA,NA,Wed Jul 13 14:34:14 2016
ISO, Morphology, NA, MI21,2wordTraining,"('mokte', 'blue', 'one')",mokte kogla,2.31,correct,NA,NA,NA,NA,Wed Jul 13 14:34:23 2016
ISO, Morphology, NA, MI21,2wordTraining,"('mokte', 'blue', 'one')",mokte kospu,9.22,"('jelpa', 'blue', 'one')",NA,NA,NA,NA,Wed Jul 13 14:34:36 2016
ISO, Morphology, NA, MI21,2wordTraining,"('mokte', 'plain', 'two')",mokte nezno,2.31,correct,NA,NA,NA,NA,Wed Jul 13 14:34:44 2016
ISO, Morphology, NA, MI21,2wordTraining,"('jelpa', 'plain', 'two')",jelpa nefri,2.31,correct,NA,NA,NA,NA,Wed Jul 13 14:34:50 2016
ISO, Morphology, NA, MI21,2wordTraining,"('jelpa', 'blue', 'one')",jelpa kogla,2.32,correct,NA,NA,NA,NA,Wed Jul 13 14:34:56 2016
ISO, Morphology, NA, MI21,2wordTraining,"('jelpa', 'blue', 'one')",jelpa kospu,NA,NA,NA,NA,NA,NA,Wed Jul 13 14:34:57 2016
ISO, Morphology, NA, MI21,2wordTraining,"('mokte', 'plain', 'two')",mokte nefri,NA,NA,NA,NA,NA,NA,Wed Jul 13 14:35:02 2016
ISO, Morphology, NA, MI21,2wordTraining,"('jelpa', 'plain', 'two')",jelpa nefri,NA,NA,NA,NA,NA,NA,Wed Jul 13 14:35:06 2016
ISO, Morphology, NA, MI21,2wordTraining,"('mokte', 'plain', 'two')",mokte nefri,NA,NA,NA,NA,NA,NA,Wed Jul 13 14:35:10 2016
ISO, Morphology, NA, MI21,2wordTraining,"('jelpa', 'blue', 'one')",jelpa kogla,NA,NA,NA,NA,NA,NA,Wed Jul 13 14:35:15 2016
ISO, Morphology, NA, MI21,2wordTraining,"('jelpa', 'blue', 'one')",jelpa kospu,NA,NA,NA,NA,NA,NA,Wed Jul 13 14:35:19 2016
ISO, Morphology, NA, MI21,2wordTraining,"('mokte', 'plain', 'two')",mokte nefri,NA,NA,NA,NA,NA,NA,Wed Jul 13 14:35:23 2016
ISO, Morphology, NA, MI21,2wordTraining,"('jelpa', 'blue', 'one')",jelpa kospu,NA,NA,NA,NA,NA,NA,Wed Jul 13 14:35:28 2016
ISO, Morphology, NA, MI21,2wordTraining,"('jelpa', 'blue', 'one')",jelpa kospu,NA,NA,NA,NA,NA,NA,Wed Jul 13 14:35:32 2016
ISO, Morphology, NA, MI21,2wordTraining,"('mokte', 'blue', 'one')",mokte kogla,NA,NA,NA,NA,NA,NA,Wed Jul 13 14:35:36 2016
ISO, Morphology, NA, MI21,2wordTraining,"('mokte', 'blue', 'one')",mokte kospu,NA,NA,NA,NA,NA,NA,Wed Jul 13 14:35:41 2016
ISO, Morphology, NA, MI21,2wordTraining,"('mokte', 'blue', 'one')",mokte kogla,NA,NA,NA,NA,NA,NA,Wed Jul 13 14:35:45 2016
ISO, Morphology, NA, MI21,2wordTraining,"('mokte', 'plain', 'two')",mokte nefri,NA,NA,NA,NA,NA,NA,Wed Jul 13 14:35:49 2016
ISO, Morphology, NA, MI21,2wordTraining,"('mokte', 'blue', 'one')",mokte kospu,NA,NA,NA,NA,NA,NA,Wed Jul 13 14:35:54 2016
ISO, Morphology, NA, MI21,2wordTraining,"('jelpa', 'plain', 'two')",jelpa nefri,NA,NA,NA,NA,NA,NA,Wed Jul 13 14:35:58 2016
ISO, Morphology, NA, MI21,2wordTraining,"('mokte', 'plain', 'two')",mokte nezno,8.07,correct,NA,NA,NA,NA,Wed Jul 13 14:36:13 2016
ISO, Morphology, NA, MI21,2wordTraining,"('mokte', 'plain', 'two')",mokte nefri,3.46,correct,NA,NA,NA,NA,Wed Jul 13 14:36:20 2016
ISO, Morphology, NA, MI21,2wordTraining,"('jelpa', 'plain', 'two')",jelpa nefri,2.31,correct,NA,NA,NA,NA,Wed Jul 13 14:36:26 2016
ISO, Morphology, NA, MI21,2wordTraining,"('jelpa', 'blue', 'one')",jelpa kogla,2.31,correct,NA,NA,NA,NA,Wed Jul 13 14:36:32 2016
ISO, Morphology, NA, MI21,2wordTraining,"('jelpa', 'blue', 'one')",jelpa kogla,2.31,correct,NA,NA,NA,NA,Wed Jul 13 14:36:39 2016
ISO, Morphology, NA, MI21,testing_2w,"('mokte', 'blue', 'one')",NA,8.72,NA,mokte kogla,mokte kogla,NA,NA,Wed Jul 13 14:37:14 2016
ISO, Morphology, NA, MI21,testing_2w,"('mokte', 'plain', 'two')",NA,9.67,NA,mokte nefri,mokte nefri,NA,NA,Wed Jul 13 14:37:23 2016
ISO, Morphology, NA, MI21,testing_2w,"('jelpa', 'blue', 'one')",NA,6.92,NA,jelpa kogla,jelpa kogla,NA,NA,Wed Jul 13 14:37:30 2016
ISO, Morphology, NA, MI21,testing_2w,"('mokte', 'plain', 'two')",NA,7.67,NA,mokte nefri,mokte nefri,NA,NA,Wed Jul 13 14:37:38 2016
ISO, Morphology, NA, MI21,testing_2w,"('mokte', 'blue', 'one')",NA,9.46,NA,mokte kogla,mokte kogla,NA,NA,Wed Jul 13 14:37:48 2016
ISO, Morphology, NA, MI21,testing_2w,"('jelpa', 'plain', 'two')",NA,8.64,NA,jelpa nefri,jelpa nefri,NA,NA,Wed Jul 13 14:37:57 2016
ISO, Morphology, NA, MI21,testing_2w,"('jelpa', 'plain', 'two')",NA,7.71,NA,jelpa nefri,jelpa nefri,NA,NA,Wed Jul 13 14:38:05 2016
ISO, Morphology, NA, MI21,testing_2w,"('jelpa', 'blue', 'one')",NA,11.54,NA,jelpa kogla,jelpa kogla,NA,NA,Wed Jul 13 14:38:16 2016
ISO, Morphology, NA, MI21,testing_2w,"('mokte', 'plain', 'two')",NA,5.44,NA,mokte nefri,mokte nefri,NA,NA,Wed Jul 13 14:38:22 2016
ISO, Morphology, NA, MI21,testing_2w,"('jelpa', 'plain', 'two')",NA,5.48,NA,jelpa nefri,jelpa nefri,NA,NA,Wed Jul 13 14:38:28 2016
ISO, Morphology, NA, MI21,testing_2w,"('jelpa', 'plain', 'two')",NA,5.25,NA,jelpa nefri,jelpa nefri,NA,NA,Wed Jul 13 14:38:33 2016
ISO, Morphology, NA, MI21,testing_2w,"('mokte', 'blue', 'one')",NA,7.72,NA,mokte kogla,mokte kogla,NA,NA,Wed Jul 13 14:38:41 2016
ISO, Morphology, NA, MI21,testing_2w,"('mokte', 'blue', 'one')",NA,4.87,NA,mokte kogla,mokte kogla,NA,NA,Wed Jul 13 14:38:46 2016
ISO, Morphology, NA, MI21,testing_2w,"('jelpa', 'blue', 'one')",NA,5.73,NA,jelpa kogla,jelpa kogla,NA,NA,Wed Jul 13 14:38:52 2016
ISO, Morphology, NA, MI21,testing_2w,"('jelpa', 'blue', 'one')",NA,5.1,NA,jelpa kosnu,jelpa kospu,NA,NA,Wed Jul 13 14:38:57 2016
ISO, Morphology, NA, MI21,testing_2w,"('mokte', 'blue', 'one')",NA,7.14,NA,mokte kogla,mokte kogla,NA,NA,Wed Jul 13 14:39:04 2016
ISO, Morphology, NA, MI21,testing_2w,"('mokte', 'plain', 'two')",NA,5.67,NA,mokte nefri,mokte nefri,NA,NA,Wed Jul 13 14:39:10 2016
